address,addressCity,addressState,addressStreet,addressZipcode,area,availabilityDate,badgeInfo/text,badgeInfo/type,baths,beds,brokerName,carouselPhotos/0/url,countryCurrency,detailUrl,foundFromSearchUrl,foundOnSearchPage,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,hdpData/homeInfo/bathrooms,hdpData/homeInfo/bedrooms,hdpData/homeInfo/city,hdpData/homeInfo/country,hdpData/homeInfo/currency,hdpData/homeInfo/datePriceChanged,hdpData/homeInfo/dateSold,hdpData/homeInfo/daysOnZillow,hdpData/homeInfo/homeStatus,hdpData/homeInfo/homeStatusForHDP,hdpData/homeInfo/homeType,hdpData/homeInfo/isFeatured,hdpData/homeInfo/isNonOwnerOccupied,hdpData/homeInfo/isPreforeclosureAuction,hdpData/homeInfo/isPremierBuilder,hdpData/homeInfo/isRentalWithBasePrice,hdpData/homeInfo/isShowcaseListing,hdpData/homeInfo/isUnmappable,hdpData/homeInfo/isZillowOwned,hdpData/homeInfo/latitude,hdpData/homeInfo/listing_sub_type/is_FSBA,hdpData/homeInfo/listing_sub_type/is_forAuction,hdpData/homeInfo/livingArea,hdpData/homeInfo/longitude,hdpData/homeInfo/lotAreaUnit,hdpData/homeInfo/lotAreaValue,hdpData/homeInfo/price,hdpData/homeInfo/priceChange,hdpData/homeInfo/priceForHDP,hdpData/homeInfo/priceReduction,hdpData/homeInfo/rentZestimate,hdpData/homeInfo/shouldHighlight,hdpData/homeInfo/state,hdpData/homeInfo/streetAddress,hdpData/homeInfo/taxAssessedValue,hdpData/homeInfo/timeOnZillow,hdpData/homeInfo/unit,hdpData/homeInfo/videoCount,hdpData/homeInfo/zestimate,hdpData/homeInfo/zipcode,hdpData/homeInfo/zpid,id,imgSrc,info2String,info3String,isFeaturedListing,isHomeRec,isSaved,isShowcaseListing,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,latLong/latitude,latLong/longitude,list,lotAreaString,marketingStatusSimplifiedCd,pgapt,providerListingId,rawHomeStatusCd,relaxed,sgapt,shouldShowZestimateAsPrice,soldPrice,statusText,statusType,streetViewMetadataURL,streetViewURL,unformattedPrice,variableData/text,variableData/type,zestimate,zpid
"23124 N Paseo Laredo Ln, Peoria, AZ 85383",Peoria,AZ,23124 N Paseo Laredo Ln,85383,2642,,,,3,3,Realty ONE Group,https://photos.zillowstatic.com/fp/3a4094faca64c612c460573e1d03a92d-p_e.jpg,$,https://www.zillow.com/homedetails/23124-N-Paseo-Laredo-Ln-Peoria-AZ-85383/7881561_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,3,3,Peoria,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.694183,,,2642,-112.23723,acres,0.413383838,785000,,785000,,3949,FALSE,AZ,23124 N Paseo Laredo Ln,432700,698980000,,,785300,85383,7881561,7881561,https://photos.zillowstatic.com/fp/3a4094faca64c612c460573e1d03a92d-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.694183,-112.23723,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$785,000 ",Sold,SOLD,,,785000,Sold 05/23/2024,RECENTLY_SOLD,785300,7881561
"10636 W Runion Dr, Peoria, AZ 85382",Peoria,AZ,10636 W Runion Dr,85382,1295,,,,2,2,MCG Realty,https://photos.zillowstatic.com/fp/ba9a3da28c420440e75f37afcf7f5013-p_e.jpg,$,https://www.zillow.com/homedetails/10636-W-Runion-Dr-Peoria-AZ-85382/7883832_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,2,2,Peoria,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.670425,,,1295,-112.28881,sqft,4375,375000,,375000,,1900,FALSE,AZ,10636 W Runion Dr,182200,698980000,,,375200,85382,7883832,7883832,https://photos.zillowstatic.com/fp/ba9a3da28c420440e75f37afcf7f5013-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.670425,-112.28881,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$375,000 ",Sold,SOLD,,,375000,Sold 05/23/2024,RECENTLY_SOLD,375200,7883832
"6964 W Kimberly Way, Glendale, AZ 85308",Glendale,AZ,6964 W Kimberly Way,85308,3292,,,,3,4,My Home Group Real Estate,https://photos.zillowstatic.com/fp/5d1987a082d9a0b567a023ec2f3cb275-p_e.jpg,$,https://www.zillow.com/homedetails/6964-W-Kimberly-Way-Glendale-AZ-85308/7891324_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,TRUE,3,4,Glendale,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.655666,,,3292,-112.20876,sqft,7300,760000,,760000,,3294,FALSE,AZ,6964 W Kimberly Way,436200,698980000,,1,760300,85308,7891324,7891324,https://photos.zillowstatic.com/fp/5d1987a082d9a0b567a023ec2f3cb275-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.655666,-112.20876,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$760,000 ",Sold,SOLD,,,760000,Sold 05/23/2024,RECENTLY_SOLD,760300,7891324
"9420 W Morrow Dr, Peoria, AZ 85382",Peoria,AZ,9420 W Morrow Dr,85382,1603,,,,2,2,HomeSmart,https://photos.zillowstatic.com/fp/8e2dcf498179454f11792f946c257d7a-p_e.jpg,$,https://www.zillow.com/homedetails/9420-W-Morrow-Dr-Peoria-AZ-85382/7893370_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,2,2,Peoria,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.65453,,,1603,-112.261986,sqft,203,465000,,465000,,2199,FALSE,AZ,9420 W Morrow Dr,229800,698980000,,,465200,85382,7893370,7893370,https://photos.zillowstatic.com/fp/8e2dcf498179454f11792f946c257d7a-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.65453,-112.261986,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$465,000 ",Sold,SOLD,,,465000,Sold 05/23/2024,RECENTLY_SOLD,465200,7893370
"17815 N 64th Dr, Glendale, AZ 85308",Glendale,AZ,17815 N 64th Dr,85308,1776,,,,2,3,HomeSmart,https://photos.zillowstatic.com/fp/7b24c55562a10543829e23424ef1222c-p_e.jpg,$,https://www.zillow.com/homedetails/17815-N-64th-Dr-Glendale-AZ-85308/7900234_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,2,3,Glendale,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.647583,,,1776,-112.197586,sqft,7707,462900,,462900,,2400,FALSE,AZ,17815 N 64th Dr,255600,698980000,,,463100,85308,7900234,7900234,https://photos.zillowstatic.com/fp/7b24c55562a10543829e23424ef1222c-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.647583,-112.197586,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$462,900 ",Sold,SOLD,,,462900,Sold 05/23/2024,RECENTLY_SOLD,463100,7900234
"8783 W Lockland Ct, Peoria, AZ 85382",Peoria,AZ,8783 W Lockland Ct,85382,1669,,,,2,3,zDefault NonMLS Member Office,https://photos.zillowstatic.com/fp/c48a2565b05329f07d51056e41bdf338-p_e.jpg,$,https://www.zillow.com/homedetails/8783-W-Lockland-Ct-Peoria-AZ-85382/7903605_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,2,3,Peoria,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.629765,,,1669,-112.24786,sqft,7405.2,495000,,495000,,2134,FALSE,AZ,8783 W Lockland Ct,254100,698980000,,,495200,85382,7903605,7903605,https://photos.zillowstatic.com/fp/c48a2565b05329f07d51056e41bdf338-p_e.jpg,,https://photos.zillowstatic.com/fp/955eee6a094880763fd57cf5e7681f72-zillow_web_48_23.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.629765,-112.24786,TRUE,,Non Owner Occupied,RecentlySold,,RecentlySold,FALSE,Unknown Listed By,FALSE,"$495,000 ",Sold,SOLD,,,495000,Sold 05/23/2024,RECENTLY_SOLD,495200,7903605
"7812 W Acapulco Ln, Peoria, AZ 85381",Peoria,AZ,7812 W Acapulco Ln,85381,3026,,,,2,5,eXp Realty,https://photos.zillowstatic.com/fp/865fe73f6ddb12760123dd55dbe68d2f-p_e.jpg,$,https://www.zillow.com/homedetails/7812-W-Acapulco-Ln-Peoria-AZ-85381/7910015_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,2,5,Peoria,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.62358,,,3026,-112.22619,sqft,10006,650000,,650000,,3350,FALSE,AZ,7812 W Acapulco Ln,349000,698980000,,,650300,85381,7910015,7910015,https://photos.zillowstatic.com/fp/865fe73f6ddb12760123dd55dbe68d2f-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.62358,-112.22619,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$650,000 ",Sold,SOLD,,,650000,Sold 05/23/2024,RECENTLY_SOLD,650300,7910015
"6513 W El Cortez Pl, Phoenix, AZ 85083",Phoenix,AZ,6513 W El Cortez Pl,85083,1480,,,,2,3,DPR Realty LLC,https://photos.zillowstatic.com/fp/f1adeb582c94a1ad1153795f05fb12b0-p_e.jpg,$,https://www.zillow.com/homedetails/6513-W-El-Cortez-Pl-Phoenix-AZ-85083/7925827_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,2,3,Phoenix,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.71784,,,1480,-112.20035,sqft,6441,485000,,485000,,2296,FALSE,AZ,6513 W El Cortez Pl,241800,698980000,,,485200,85083,7925827,7925827,https://photos.zillowstatic.com/fp/f1adeb582c94a1ad1153795f05fb12b0-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.71784,-112.20035,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$485,000 ",Sold,SOLD,,,485000,Sold 05/23/2024,RECENTLY_SOLD,485200,7925827
"3009 W Rose Garden Ln, Phoenix, AZ 85027",Phoenix,AZ,3009 W Rose Garden Ln,85027,824,,,,1,2,eXp Realty,https://photos.zillowstatic.com/fp/7b991ebf2bba9cf056a1ccd2a2c1bd08-p_e.jpg,$,https://www.zillow.com/homedetails/3009-W-Rose-Garden-Ln-Phoenix-AZ-85027/7934623_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,1,2,Phoenix,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,MULTI_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.676315,,,824,-112.12401,sqft,4221,299900,,299900,,1599,FALSE,AZ,3009 W Rose Garden Ln,150600,698980000,,,295000,85027,7934623,7934623,https://photos.zillowstatic.com/fp/7b991ebf2bba9cf056a1ccd2a2c1bd08-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.676315,-112.12401,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$299,900 ",Sold,SOLD,,,299900,Sold 05/23/2024,RECENTLY_SOLD,295000,7934623
"720 W Villa Rita Dr, Phoenix, AZ 85023",Phoenix,AZ,720 W Villa Rita Dr,85023,936,,,,1,2,Networth Realty of Phoenix,https://photos.zillowstatic.com/fp/351890b628b066a537557381cd4ec3ec-p_e.jpg,$,https://www.zillow.com/homedetails/720-W-Villa-Rita-Dr-Phoenix-AZ-85023/7956637_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,14,FALSE,TRUE,TRUE,FALSE,1,2,Phoenix,USA,USD,,1.71645E+12,8,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.65051,,,936,-112.08359,sqft,7920,366000,,366000,,1825,FALSE,AZ,720 W Villa Rita Dr,179000,698980000,,,366200,85023,7956637,7956637,https://photos.zillowstatic.com/fp/351890b628b066a537557381cd4ec3ec-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.65051,-112.08359,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$366,000 ",Sold,SOLD,,,366000,Sold 05/23/2024,RECENTLY_SOLD,366200,7956637
